image_name,lr_path,hr_path,scale,rmse,psnr,ssim,width_lr,height_lr,width_hr,height_hr,match_keypoints
sony_69,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_69_x1_51.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_69_x2_51.png,x2,0.023045694,18.319688289566653,0.5955305000709047,380,380,760,760,200
DSC_1145,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/DSC_1145_x1_39.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/DSC_1145_x2_39.png,x2,0.0011616768,29.2948607069432,0.7629790207879975,380,380,760,760,285
DSC_1221,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/DSC_1221_x1_35.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/DSC_1221_x2_35.png,x2,0.0015528557,35.20949035021517,0.910396324320993,380,380,760,760,73
IMG_168,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_168_x1_3.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_168_x2_3.png,x2,0.039415147,30.094040727342467,0.9203995416814323,380,380,760,760,135
IMG_184,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_184_x1_29.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_184_x2_29.png,x2,0.004286617,32.33162736587764,0.9091860850807633,380,380,760,760,127
panasonic_100,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_100_x1_29.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_100_x2_29.png,x2,0.068042465,34.050800498376205,0.8866348475200571,380,380,760,760,247
panasonic_126,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_126_x1_5.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_126_x2_5.png,x2,0.0025211403,33.00983853373597,0.9193962784346286,380,380,760,760,131
P1140321,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1140321_x1_18.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1140321_x2_18.png,x2,0.0014717577,27.52823723267287,0.767575654503409,380,380,760,760,329
P1170956,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1170956_x1_13.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1170956_x2_13.png,x2,0.020040542,36.18442210198171,0.9302144461842632,380,380,760,760,28
IMG_132,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_132_x1_19.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_132_x2_19.png,x2,0.0011327676,28.36183698082856,0.889417765531254,380,380,760,760,659
panasonic_148,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_148_x1_23.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_148_x2_23.png,x2,0.002533059,26.280420224665875,0.7363206490438828,380,380,760,760,334
panasonic_86,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_86_x1_33.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_86_x2_33.png,x2,0.035516497,28.238435347218104,0.8538560805375535,380,380,760,760,268
IMG_131,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_131_x1_16.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_131_x2_16.png,x2,0.001332013,27.25935842169504,0.8578842236765909,380,380,760,760,507
IMG_208,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_208_x1_11.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_208_x2_11.png,x2,0.0018704833,35.19839172186468,0.9388690270335172,380,380,760,760,54
panasonic_13,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_13_x1_10.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_13_x2_10.png,x2,0.037387915,27.515580086067693,0.7961547958832914,380,380,760,760,257
sony_24,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_24_x1_32.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_24_x2_32.png,x2,0.0012069102,26.20443450482355,0.8214772822573954,380,380,760,760,551
DSC_1526,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/DSC_1526_x1_28.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/DSC_1526_x2_28.png,x2,0.0012838496,28.75457100585595,0.7998868759360459,380,380,760,760,286
P1160816,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1160816_x1_21.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1160816_x2_21.png,x2,0.08757678,24.259355066568734,0.8338879081079872,380,380,760,760,159
P1171104,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1171104_x1_41.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1171104_x2_41.png,x2,0.0012201034,27.349257301634754,0.8185812935509303,380,380,760,760,465
P1160670,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1160670_x1_2.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1160670_x2_2.png,x2,0.0011776864,31.606743650509625,0.8509425749689914,380,380,760,760,92
sony_101,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_101_x1_46.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_101_x2_46.png,x2,0.040099733,20.866540408030467,0.3867167884838611,380,380,760,760,172
DSC_1666,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/DSC_1666_x1_2.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/DSC_1666_x2_2.png,x2,0.0015465533,30.894041795163183,0.860901925386759,380,380,760,760,442
sony_128,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_128_x1_4.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_128_x2_4.png,x2,0.037845545,14.067158091466329,0.36142727375740574,380,380,760,760,276
panasonic_129,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_129_x1_1.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_129_x2_1.png,x2,0.04907371,34.78423390380404,0.9416947202677939,380,380,760,760,26
panasonic_207,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_207_x1_31.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_207_x2_31.png,x2,0.023014784,31.143164045494093,0.8842811231935831,380,380,760,760,262
IMG_171,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_171_x1_40.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_171_x2_40.png,x2,0.012305023,31.286897245118176,0.9093137481425542,380,380,760,760,253
sony_64,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_64_x1_14.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_64_x2_14.png,x2,0.0054745753,36.69996344920164,0.9516074732882288,380,380,760,760,39
sony_138,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_138_x1_36.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_138_x2_36.png,x2,0.013994489,35.22489960141393,0.9430530971781406,380,380,760,760,262
0510_9,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/0510_9_x1_51.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/0510_9_x2_51.png,x2,0.004827433,36.00107621122245,0.9452625345980824,380,380,760,760,19
P1140353,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1140353_x1_44.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1140353_x2_44.png,x2,0.0012279735,32.011267963148,0.8990459383128329,380,380,760,760,194
P1171047,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1171047_x1_23.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1171047_x2_23.png,x2,0.0009450414,29.20516222383345,0.8565790922254318,380,380,760,760,117
P1160536,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1160536_x1_4.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1160536_x2_4.png,x2,0.07610077,34.14377238192879,0.8952763491620127,380,380,760,760,103
P1140254,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1140254_x1_20.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1140254_x2_20.png,x2,0.0014901906,24.524319571359868,0.7707109991995654,380,380,760,760,254
IMG_172,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_172_x1_52.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_172_x2_52.png,x2,0.03995564,35.180383437220236,0.9340098238690118,380,380,760,760,222
panasonic_125,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_125_x1_9.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_125_x2_9.png,x2,0.0825254,34.74080107247636,0.9079315612298821,380,380,760,760,52
DSC_1554,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/DSC_1554_x1_53.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/DSC_1554_x2_53.png,x2,0.0012560983,29.000034952854293,0.8045631640610363,380,380,760,760,578
sony_184,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_184_x1_22.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_184_x2_22.png,x2,0.0027526293,28.705299790083316,0.8787029425594414,380,380,760,760,499
P1160536,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1160536_x1_39.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1160536_x2_39.png,x2,0.0497151,31.133554088601304,0.8795683524885974,380,380,760,760,244
sony_91,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_91_x1_25.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_91_x2_25.png,x2,0.0014326051,25.938792858507046,0.8100880771296786,380,380,760,760,465
IMG_117,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_117_x1_23.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_117_x2_23.png,x2,0.06345843,31.516816058253724,0.8921536421966253,380,380,760,760,177
sony_8,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_8_x1_1.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_8_x2_1.png,x2,0.054534998,16.72529499835521,0.6862595632102803,380,380,760,760,28
sony_149,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_149_x1_22.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_149_x2_22.png,x2,0.0023884012,30.873413265089237,0.8593221861583352,380,380,760,760,174
DSC_1109,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/DSC_1109_x1_27.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/DSC_1109_x2_27.png,x2,0.0011589294,31.00086876295144,0.8626873900843929,380,380,760,760,506
P1140259,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1140259_x1_43.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1140259_x2_43.png,x2,0.0018379426,21.272911924328405,0.6541138655953312,380,380,760,760,356
P1170981,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1170981_x1_23.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1170981_x2_23.png,x2,0.0010631769,30.275510688916544,0.8885221311414576,380,380,760,760,675
IMG_219,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_219_x1_46.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_219_x2_46.png,x2,0.012909005,28.678016579096997,0.8776688098399387,380,380,760,760,361
panasonic_212,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_212_x1_28.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_212_x2_28.png,x2,0.0015606706,31.018706250473834,0.8590716874427898,380,380,760,760,145
P1140357,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1140357_x1_28.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1140357_x2_28.png,x2,0.02276808,31.889788764185234,0.9133305417710357,380,380,760,760,164
P1140459,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1140459_x1_35.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1140459_x2_35.png,x2,0.0015071065,29.255969807997193,0.8605456252751806,380,380,760,760,414
sony_84,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_84_x1_52.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_84_x2_52.png,x2,0.0013579886,28.63806879767244,0.8060350690020716,380,380,760,760,398
P1140246,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1140246_x1_39.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1140246_x2_39.png,x2,0.019261444,27.76794572415328,0.8014130683180648,380,380,760,760,246
panasonic_153,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_153_x1_33.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_153_x2_33.png,x2,0.02036889,31.906591347227057,0.9142588697761861,380,380,760,760,192
sony_38,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_38_x1_47.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_38_x2_47.png,x2,0.04276555,31.03071978001927,0.8942812614341972,380,380,760,760,226
IMG_122,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_122_x1_43.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_122_x2_43.png,x2,0.2740002,27.099408260046268,0.769979996093071,380,380,760,760,18
panasonic_26,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_26_x1_37.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_26_x2_37.png,x2,0.012146384,28.28153898205941,0.7843511399443149,380,380,760,760,220
IMG_126,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_126_x1_29.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_126_x2_29.png,x2,0.08775892,27.987922615096515,0.7348267090531825,380,380,760,760,153
sony_74,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_74_x1_13.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_74_x2_13.png,x2,0.13570073,20.128226262451363,0.574102794272345,380,380,760,760,128
IMG_211,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_211_x1_28.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_211_x2_28.png,x2,0.0032314707,35.011071119632156,0.9461820924067972,380,380,760,760,99
P1170981,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1170981_x1_6.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1170981_x2_6.png,x2,0.0009003134,27.16735518826507,0.8205275637282394,380,380,760,760,356
IMG_162,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_162_x1_49.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_162_x2_49.png,x2,0.00136149,23.09694859185416,0.8700531219623002,380,380,760,760,352
panasonic_12,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_12_x1_25.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_12_x2_25.png,x2,0.027875673,29.146566114309948,0.8607233853564651,380,380,760,760,81
panasonic_245,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_245_x1_40.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_245_x2_40.png,x2,0.001331256,27.658739718920398,0.8246481865269745,380,380,760,760,567
sony_164,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_164_x1_7.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_164_x2_7.png,x2,0.052269913,31.035771939834387,0.871635641646123,380,380,760,760,184
sony_179,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_179_x1_46.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_179_x2_46.png,x2,0.06925123,26.408166980600527,0.6463643938387911,380,380,760,760,78
P1140357,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1140357_x1_44.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1140357_x2_44.png,x2,0.048836105,31.790459109045756,0.9263030564741118,380,380,760,760,221
panasonic_216,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_216_x1_27.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_216_x2_27.png,x2,0.0015926058,25.848654217494065,0.7852808098997203,380,380,760,760,353
IMG_128,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_128_x1_8.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_128_x2_8.png,x2,0.06903712,29.504727534754956,0.7960066740920815,380,380,760,760,215
sony_105,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_105_x1_14.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_105_x2_14.png,x2,0.0024123457,23.96590570743914,0.575249126892318,380,380,760,760,240
IMG_159,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_159_x1_16.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_159_x2_16.png,x2,0.27023816,35.004253937379254,0.955309770822129,380,380,760,760,21
panasonic_28,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_28_x1_11.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_28_x2_11.png,x2,0.003835882,32.66138906320879,0.9255228972423759,380,380,760,760,80
IMG_138,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_138_x1_11.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_138_x2_11.png,x2,0.0012162903,29.772360458567704,0.8364528046811263,380,380,760,760,465
P1140297,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1140297_x1_32.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1140297_x2_32.png,x2,0.0012526474,32.026266124815294,0.8668693446541121,380,380,760,760,234
sony_105,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_105_x1_22.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_105_x2_22.png,x2,0.0018754422,26.29674640223183,0.6690241146692433,380,380,760,760,322
IMG_176,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_176_x1_9.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_176_x2_9.png,x2,0.06357771,29.02881711856512,0.8693047640919004,380,380,760,760,243
IMG_146,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_146_x1_8.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_146_x2_8.png,x2,0.0020805006,27.781099371560728,0.8790860974398337,380,380,760,760,439
panasonic_199,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_199_x1_12.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_199_x2_12.png,x2,0.0012342541,26.959505612033183,0.8330524749521152,380,380,760,760,485
panasonic_239,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_239_x1_33.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_239_x2_33.png,x2,0.0015250952,29.723143030716805,0.8555864381324434,380,380,760,760,311
P1171006,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1171006_x1_3.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1171006_x2_3.png,x2,0.0013298979,25.899363096079533,0.8338526054720137,380,380,760,760,370
P1170883,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1170883_x1_35.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1170883_x2_35.png,x2,0.0012902193,28.559196597539277,0.8449817762698784,380,380,760,760,253
DSC_1530,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/DSC_1530_x1_21.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/DSC_1530_x2_21.png,x2,0.031961635,25.76874513125235,0.7937516348688297,380,380,760,760,298
IMG_213,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_213_x1_30.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_213_x2_30.png,x2,0.0013794826,33.18756310276517,0.910225063200453,380,380,760,760,322
IMG_214,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_214_x1_28.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_214_x2_28.png,x2,0.0013256081,35.45085958548303,0.952004326448019,380,380,760,760,126
IMG_47,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_47_x1_23.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_47_x2_23.png,x2,0.000874661,29.150832094754257,0.9087683601896601,380,380,760,760,156
IMG_105,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_105_x1_15.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_105_x2_15.png,x2,0.024075728,28.778445685665957,0.8231109083975404,380,380,760,760,266
IMG_119,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_119_x1_10.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_119_x2_10.png,x2,0.15356149,30.64220471826417,0.8798923237421206,380,380,760,760,131
DSC_1065,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/DSC_1065_x1_31.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/DSC_1065_x2_31.png,x2,0.0023710616,35.13190178345543,0.9318973036814414,380,380,760,760,92
panasonic_243,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_243_x1_9.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_243_x2_9.png,x2,0.024290804,26.91823958919148,0.7971651048744697,380,380,760,760,498
sony_50,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_50_x1_40.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_50_x2_40.png,x2,0.054046556,33.37257177232265,0.9285400844676407,380,380,760,760,95
sony_95,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_95_x1_17.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_95_x2_17.png,x2,0.06874782,19.69582334072969,0.6337907063051331,380,380,760,760,80
DSC_1526,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/DSC_1526_x1_27.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/DSC_1526_x2_27.png,x2,0.0016429814,28.42287541072499,0.792125130913405,380,380,760,760,155
P1140070,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1140070_x1_25.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1140070_x2_25.png,x2,0.0015177579,34.839586279858466,0.940582782108703,380,380,760,760,114
panasonic_138,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_138_x1_22.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_138_x2_22.png,x2,0.0015754655,28.5417165557031,0.8017132662867663,380,380,760,760,339
DSC_1478,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/DSC_1478_x1_12.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/DSC_1478_x2_12.png,x2,0.0012616388,31.15723999666344,0.9024627466370564,380,380,760,760,217
P1160796,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1160796_x1_14.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1160796_x2_14.png,x2,0.0006633139,26.53314825156582,0.9339815394979678,380,380,760,760,9
panasonic_94,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_94_x1_2.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_94_x2_2.png,x2,0.04436156,26.41937460660764,0.8028756901665552,380,380,760,760,302
IMG_112,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_112_x1_37.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_112_x2_37.png,x2,0.14232448,31.001723620609177,0.8985442294060727,380,380,760,760,120
DSC_1635,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/DSC_1635_x1_0.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/DSC_1635_x2_0.png,x2,0.02237719,16.721836685512844,0.5456799264580179,380,380,760,760,180
panasonic_55,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_55_x1_37.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_55_x2_37.png,x2,0.0012675732,28.797824638733964,0.7532093713040117,380,380,760,760,203
IMG_242,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/IMG_242_x1_24.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/IMG_242_x2_24.png,x2,0.063411236,35.689988338968575,0.9672490300095865,380,380,760,760,30
panasonic_59,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_59_x1_35.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_59_x2_35.png,x2,0.017229652,28.575220923304094,0.8549386135955007,380,380,760,760,328
P1160528,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1160528_x1_32.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1160528_x2_32.png,x2,0.013064371,31.819309495132316,0.882512256273376,380,380,760,760,205
sony_110,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_110_x1_50.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_110_x2_50.png,x2,0.0012730429,24.229347463531873,0.7688187988163642,380,380,760,760,624
sony_66,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/sony_66_x1_38.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/sony_66_x2_38.png,x2,0.0022152588,31.97040764668454,0.8969982277739512,380,380,760,760,81
P1171094,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/P1171094_x1_18.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/P1171094_x2_18.png,x2,0.0011491945,22.316428855304387,0.7054858875533613,380,380,760,760,354
panasonic_110,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_LR/panasonic_110_x1_1.png,/home/rojas/datasets/real-world-super-resolution/Train_x2/train_HR/panasonic_110_x2_1.png,x2,0.12799847,33.388393539312545,0.9334344514312515,380,380,760,760,60
